ItemId,bias
1,-2.568876396570065
2,-1.8188763965700652
3,0.18112360342993483
4,1.3477902700966027
5,-1.8188763965700652
6,0.6096950320013634
8,-0.8188763965700652
9,3.181123603429935
10,-2.2474478251414935
11,-0.8188763965700652
12,-0.7419533196469872
13,0.5144569367632682
14,-0.8188763965700652
15,-3.068876396570065
16,-0.8188763965700652
18,-0.5331621108557795
22,0.18112360342993483
24,-2.818876396570065
25,2.181123603429935
26,-4.818876396570065
27,0.18112360342993483
29,1.6811236034299348
30,-0.1522097299033985
31,0.18112360342993483
32,1.1811236034299348
33,1.1811236034299348
34,2.181123603429935
35,-0.8188763965700652
36,-2.818876396570065
37,0.18112360342993483
38,0.18112360342993483
39,1.7525521748585062
41,0.18112360342993483
42,2.181123603429935
43,-0.8188763965700652
45,1.4668378891442206
46,0.18112360342993483
47,-0.8188763965700652
48,-1.6938763965700652
49,-2.7662448176226944
50,-3.818876396570065
51,-3.818876396570065
52,1.4033458256521583
53,1.6811236034299348
54,0.27636169866803006
55,-5.818876396570065
56,1.1811236034299348
57,1.1811236034299348
58,1.281123603429935
59,-1.8188763965700652
61,-0.049645627339295936
62,0.18112360342993483
63,-2.818876396570065
64,-0.8188763965700652
65,-2.818876396570065
66,-0.8188763965700652
67,2.681123603429935
68,-0.8188763965700652
70,-0.12656870426237285
71,-3.818876396570065
72,-2.818876396570065
73,-1.8188763965700652
74,-2.318876396570065
75,0.8107532330595645
76,0.46683788914422053
77,1.6811236034299348
78,-2.818876396570065
79,3.181123603429935
80,-1.8188763965700652
81,-0.8188763965700652
83,-2.818876396570065
84,-2.2355430632367317
85,-5.818876396570065
86,0.18112360342993483
88,-0.19982877752244613
89,-2.818876396570065
90,-4.818876396570065
91,1.9311236034299348
92,3.181123603429935
93,-5.818876396570065
94,-0.8188763965700652
96,-0.8188763965700652
97,0.5144569367632682
98,-1.8188763965700652
99,-1.8188763965700652
100,1.538266460572793
101,-1.3188763965700652
102,-1.1522097299033984
103,1.1811236034299348
104,0.26445693676326815
105,-3.318876396570065
106,1.1811236034299348
107,-1.0331621108557794
108,1.1811236034299348
109,-3.818876396570065
110,1.9311236034299348
111,1.4311236034299348
112,-0.8188763965700652
113,-0.31887639657006517
114,0.4854714295168914
115,-0.8188763965700652
116,-1.3188763965700652
118,-5.818876396570065
119,-1.8188763965700652
120,-3.318876396570065
121,1.6811236034299348
122,-0.48554306323673185
123,0.18112360342993483
124,1.1811236034299348
125,-1.485543063236732
126,1.6811236034299348
127,-1.3188763965700652
128,0.8477902700966015
129,1.4311236034299348
130,0.18112360342993483
131,-0.6760192537129223
132,-0.8188763965700652
133,1.5025521748585073
134,1.1811236034299348
135,2.181123603429935
136,0.18112360342993483
137,-5.818876396570065
138,0.18112360342993483
139,-5.818876396570065
140,2.181123603429935
142,-0.8188763965700652
143,0.18112360342993483
144,-0.8188763965700652
145,1.1811236034299348
146,-1.4235275593607613
148,-2.818876396570065
149,0.36294178524811666
150,-1.8188763965700652
152,-0.6522097299033985
154,-0.5410986187922874
155,-0.8188763965700652
156,1.514456936763268
157,-0.8188763965700652
158,-5.818876396570065
161,-1.8188763965700652
162,0.18112360342993483
163,0.18112360342993483
164,0.18112360342993483
166,1.1811236034299348
167,-3.818876396570065
168,-4.318876396570065
169,1.1811236034299348
170,-2.318876396570065
171,2.181123603429935
173,-0.8188763965700652
174,0.18112360342993483
175,-3.318876396570065
176,0.46683788914422053
178,2.181123603429935
180,-0.3522097299033985
182,-1.5688763965700652
183,0.6811236034299348
184,1.3190546379126942
185,-1.2474478251414938
186,-1.1522097299033984
187,-0.1522097299033985
188,-1.8188763965700652
189,2.181123603429935
190,0.18112360342993483
191,-5.818876396570065
192,0.18112360342993483
193,-1.8188763965700652
194,0.945829485782876
195,-2.818876396570065
196,0.18112360342993483
197,2.0144569367632683
198,1.6811236034299348
199,-2.818876396570065
200,-2.4855430632367317
201,0.8477902700966015
203,-0.8188763965700652
204,2.181123603429935
205,3.181123603429935
206,0.18112360342993483
207,-3.818876396570065
208,0.18112360342993483
209,-3.318876396570065
210,2.181123603429935
211,1.1811236034299348
213,-0.5331621108557795
214,3.181123603429935
215,-2.318876396570065
216,1.1811236034299348
217,-4.818876396570065
218,1.1811236034299348
219,-0.8188763965700652
220,3.181123603429935
221,0.18112360342993483
222,-1.8188763965700652
223,0.7811236034299348
224,1.1811236034299348
225,1.514456936763268
228,0.8767757773429787
229,-2.818876396570065
230,-1.8188763965700652
231,3.181123603429935
233,1.514456936763268
235,1.8477902700966016
236,-2.318876396570065
237,-0.8188763965700652
238,-1.8188763965700652
239,0.18112360342993483
240,0.18112360342993483
241,-0.8188763965700652
242,1.1811236034299348
244,3.181123603429935
245,0.6811236034299348
246,-2.818876396570065
247,-1.8188763965700652
249,-0.8188763965700652
250,1.014456936763268
251,-4.218876396570064
252,0.7311236034299349
253,-1.0688763965700652
254,0.6811236034299348
255,-0.1522097299033985
256,-0.8188763965700652
257,1.1811236034299348
258,-3.818876396570065
259,3.181123603429935
260,0.18112360342993483
261,-0.8188763965700652
262,-2.318876396570065
263,1.9311236034299348
264,0.5811236034299349
265,0.18112360342993483
266,0.3239807462870777
267,-2.318876396570065
269,2.0239807462870805
270,2.181123603429935
271,-5.818876396570065
272,-1.3188763965700652
273,2.181123603429935
274,-0.8188763965700652
275,1.1811236034299348
276,0.18112360342993483
277,1.1811236034299348
279,-0.04109861879228739
281,-3.818876396570065
282,0.8954093177156491
283,-0.8188763965700652
284,1.1811236034299348
285,-0.1522097299033985
288,-4.818876396570065
290,0.8477902700966015
291,-1.485543063236732
292,3.181123603429935
293,1.4311236034299348
294,1.1811236034299348
295,-1.1522097299033984
296,0.18112360342993483
297,-0.8188763965700652
299,-3.318876396570065
300,-1.0688763965700652
301,0.18112360342993483
302,-2.6760192537129224
303,-1.8188763965700652
304,-0.06887639657006517
305,-2.818876396570065
306,0.26112360342993485
307,-1.3188763965700652
308,0.18112360342993483
309,0.6811236034299348
311,1.1811236034299348
312,-1.3188763965700652
313,2.181123603429935
314,0.5144569367632682
316,2.181123603429935
317,-1.8188763965700652
318,0.18112360342993483
319,0.18112360342993483
320,-2.818876396570065
321,-2.4855430632367317
322,-0.38297896067262927
323,-2.318876396570065
324,3.181123603429935
325,-2.818876396570065
326,-0.31887639657006517
327,-1.9299875076811763
328,-0.8188763965700652
329,-3.818876396570065
330,-2.818876396570065
331,-3.818876396570065
332,-3.818876396570065
333,-1.485543063236732
334,0.18112360342993483
335,-1.8188763965700652
336,0.18112360342993483
337,-0.8188763965700652
338,-0.8188763965700652
339,-0.13137639657006517
340,-1.8188763965700652
341,-0.06887639657006517
342,0.18112360342993483
343,0.6811236034299348
344,1.4589013812077125
345,0.18112360342993483
346,-0.7355430632367318
347,1.5977902700966016
348,-2.1522097299033986
349,-1.6188763965700652
350,1.3811236034299348
351,-3.818876396570065
352,0.18112360342993483
353,1.8477902700966016
354,-0.8188763965700652
355,0.18112360342993483
356,0.18112360342993483
357,1.3629417852481167
358,-2.86054306323673
360,1.1811236034299348
361,2.181123603429935
364,3.181123603429935
365,-5.818876396570065
366,-0.4226499814757255
368,-2.818876396570065
369,-0.8188763965700652
370,0.3239807462870777
371,-2.818876396570065
372,-0.5461491238427925
373,0.28638676132467167
374,-3.0188763965700653
375,0.5144569367632682
376,-4.818876396570065
377,0.8477902700966015
378,-0.8188763965700652
379,3.181123603429935
380,-0.8188763965700652
381,-2.818876396570065
382,-2.818876396570065
383,0.6811236034299348
384,3.181123603429935
385,-0.8188763965700652
386,-0.8188763965700652
387,-0.24744782514149374
388,0.18112360342993483
389,-2.818876396570065
390,1.1811236034299348
391,-2.068876396570065
392,-1.707765285458954
394,0.038266460572791976
395,-0.41887639657006515
396,1.1811236034299348
397,-0.24744782514149374
398,3.181123603429935
399,-0.9617335394272081
400,1.1811236034299348
401,1.9311236034299348
402,0.18112360342993483
403,2.181123603429935
405,-0.6760192537129223
