UserId,bias
1,0.4883776503365136
2,-0.3085574847618706
3,0.675524395090775
4,0.39163041762556006
5,-1.1143226946150713
7,-0.5464241098861344
8,0.677687110113133
9,0.3829085074567486
10,-0.15101067174633684
11,0.5127041201143312
12,0.5879844088632521
13,-0.010512496790028343
14,0.8930843900168209
15,0.3044847238861267
16,-0.04318446019128433
17,-1.2551082670703835
18,0.17994158229028467
19,0.43260337748784533
20,0.6486219637958787
21,0.402045600242361
22,0.4877249666441133
23,-0.9208221864739095
24,0.23800963119922083
25,0.08628237366448603
26,-0.00021847681215392267
27,0.8597087715652928
28,-0.17306967032238899
29,0.05490012511909496
30,-0.4277964224158442
31,0.524488007153013
32,0.6581609995477314
33,-0.5235309309359215
34,-0.3347038462614595
35,0.9282514345920782
36,0.4063906511201768
37,0.29008369735001766
38,-0.8361485077579897
39,0.6088444978007912
40,0.7003213815922167
41,0.6595037454100684
42,-0.040015801702450685
43,-0.1516383002371972
44,0.42505201867731185
45,0.8352184784447094
46,0.5559823669254594
47,0.2528115380371764
48,1.4274192932605219
49,0.8383059866252837
50,0.24434881744283932
51,-0.2440314526160903
52,0.3440249525482173
53,0.6823609844034048
54,-0.4508276191428627
55,-0.93979450701368
56,-0.17192090151445183
57,0.34207741179156875
58,0.7065086229798112
59,-0.0805641846988817
60,0.30293383380971317
61,0.5321610947221411
62,0.13947455396360176
63,-0.5968605060223884
64,1.0422415871444595
65,0.0650345785864433
66,0.6416322480052993
67,0.6155056193395201
68,0.11828723723445407
69,1.150982866888096
70,0.5615517061762167
71,-0.4934033449119056
72,-0.5370151733503705
73,0.24083688515603252
74,-0.47030646753159266
75,-0.0004369536243071052
76,-0.05379385367039046
77,0.9764872382763936
78,0.41133544012649653
79,-0.5819917731769553
80,-0.6834948602782454
81,0.1396161475507372
82,-0.5130283569386943
83,-0.36869520522583443
84,1.2859704498514624
85,-0.3438940187526936
86,1.1200842717265456
87,1.072321285319015
88,1.007830159583461
89,-0.2427817499350391
90,0.5942847418759706
91,-0.12004601965459552
92,0.16625271060153354
93,-1.7959876066254892
94,-0.18307498293107916
95,0.12154303731089657
96,1.3232729943730301
97,0.3321233079121753
98,0.6596010096244405
99,0.04169461485235098
100,-0.13220549098141898
101,0.21841042860854878
102,0.5798996040582155
103,-0.34532511358469786
104,-0.15668312156455388
105,0.8090120877933309
106,-0.11330000493000218
107,0.5802232117220623
108,0.6047900543815299
109,-0.5404539515871413
110,-0.1388496058318731
111,0.4473250428171929
112,0.14614963011615742
113,-1.1927023662696514
114,0.6964645429057482
115,0.36953503259003906
116,0.42408376066621994
117,-0.5731854654816294
118,0.4236182958482952
119,0.48728706867153704
120,0.11391587675872253
121,-0.4670162295661123
122,-0.6919043848754487
123,0.35519089869034975
124,-0.16571741740349719
125,-0.7426207743061608
126,0.47399030084484634
127,1.5420154993724517
128,1.1333776008796925
